date,seasonality,weather,is_holiday
2022-02-17,Winter,Sunny,0
2022-02-17,Winter,Cloudy,0
2022-02-17,Winter,Sunny,1
2022-02-17,Winter,Snowy,1
2022-02-17,Winter,Cloudy,1
2022-02-17,Winter,Rainy,1
2022-02-18,Winter,Rainy,0
2022-02-18,Winter,Sunny,0
2022-02-18,Winter,Snowy,0
2022-02-18,Winter,Cloudy,0
2022-02-18,Winter,Rainy,1
2022-02-18,Winter,Cloudy,1
2022-02-18,Winter,Snowy,1
2022-02-18,Winter,Sunny,1
2022-02-19,Winter,Cloudy,0
2022-02-19,Winter,Snowy,0
2022-02-19,Winter,Rainy,0
2022-02-19,Winter,Sunny,0
2022-02-19,Winter,Cloudy,1
2022-02-19,Winter,Snowy,1
2022-02-19,Winter,Sunny,1
2022-02-19,Winter,Rainy,1
2022-02-20,Winter,Cloudy,0
2022-02-20,Winter,Snowy,1
2022-02-20,Winter,Sunny,0
2022-02-20,Winter,Rainy,0
2022-02-20,Winter,Snowy,0
2022-02-20,Winter,Rainy,1
2022-02-20,Winter,Sunny,1
2022-02-20,Winter,Cloudy,1
2022-02-21,Winter,Cloudy,0
2022-02-21,Winter,Rainy,0
2022-02-21,Winter,Sunny,0
2022-02-21,Winter,Snowy,1
2022-02-21,Winter,Cloudy,1
2022-02-21,Winter,Rainy,1
2022-02-21,Winter,Snowy,0
2022-02-21,Winter,Sunny,1
2022-02-22,Winter,Rainy,0
2022-02-22,Winter,Snowy,0
2022-02-22,Winter,Sunny,0
2022-02-22,Winter,Cloudy,0
2022-02-22,Winter,Snowy,1
2022-02-22,Winter,Sunny,1
2022-02-22,Winter,Cloudy,1
2022-02-22,Winter,Rainy,1
2022-02-23,Winter,Cloudy,0
2022-02-23,Winter,Rainy,0
2022-02-23,Winter,Snowy,0
2022-02-23,Winter,Rainy,1
2022-02-23,Winter,Sunny,0
2022-02-23,Winter,Sunny,1
2022-02-23,Winter,Cloudy,1
2022-02-23,Winter,Snowy,1
2022-02-24,Winter,Snowy,0
2022-02-24,Winter,Sunny,0
2022-02-24,Winter,Rainy,0
2022-02-24,Winter,Cloudy,0
2022-02-24,Winter,Snowy,1
2022-02-24,Winter,Rainy,1
2022-02-24,Winter,Sunny,1
2022-02-24,Winter,Cloudy,1
2022-02-25,Winter,Snowy,0
2022-02-25,Winter,Rainy,0
2022-02-25,Winter,Cloudy,1
2022-02-25,Winter,Cloudy,0
2022-02-25,Winter,Rainy,1
2022-02-25,Winter,Sunny,0
2022-02-25,Winter,Snowy,1
2022-02-25,Winter,Sunny,1
2022-02-26,Winter,Rainy,0
2022-02-26,Winter,Cloudy,0
2022-02-26,Winter,Snowy,0
2022-02-26,Winter,Sunny,0
2022-02-26,Winter,Sunny,1
2022-02-26,Winter,Cloudy,1
2022-02-26,Winter,Rainy,1
2022-02-26,Winter,Snowy,1
2022-02-27,Winter,Rainy,0
2022-02-27,Winter,Snowy,0
2022-02-27,Winter,Sunny,0
2022-02-27,Winter,Snowy,1
2022-02-27,Winter,Cloudy,0
2022-02-27,Winter,Rainy,1
2022-02-27,Winter,Sunny,1
2022-02-27,Winter,Cloudy,1
2022-02-28,Winter,Snowy,0
2022-02-28,Winter,Cloudy,0
2022-02-28,Winter,Rainy,1
2022-02-28,Winter,Rainy,0
2022-02-28,Winter,Sunny,0
2022-02-28,Winter,Cloudy,1
2022-02-28,Winter,Sunny,1
2022-02-28,Winter,Snowy,1
2022-03-01,Spring,Rainy,0
2022-03-01,Spring,Sunny,0
2022-03-01,Spring,Cloudy,0
2022-03-01,Spring,Cloudy,1
2022-03-01,Spring,Sunny,1
2022-03-01,Spring,Snowy,0
2022-03-01,Spring,Rainy,1
2022-03-01,Spring,Snowy,1
2022-03-02,Spring,Sunny,0
2022-03-02,Spring,Cloudy,0
2022-03-02,Spring,Rainy,0
2022-03-02,Spring,Snowy,0
2022-03-02,Spring,Sunny,1
2022-03-02,Spring,Snowy,1
2022-03-02,Spring,Cloudy,1
2022-03-02,Spring,Rainy,1
2022-03-03,Spring,Snowy,0
2022-03-03,Spring,Sunny,0
2022-03-03,Spring,Sunny,1
2022-03-03,Spring,Cloudy,0
2022-03-03,Spring,Rainy,0
2022-03-03,Spring,Cloudy,1
2022-03-03,Spring,Snowy,1
2022-03-03,Spring,Rainy,1
2022-03-04,Spring,Rainy,0
2022-03-04,Spring,Sunny,0
2022-03-04,Spring,Cloudy,0
2022-03-04,Spring,Sunny,1
2022-03-04,Spring,Snowy,0
2022-03-04,Spring,Cloudy,1
2022-03-04,Spring,Snowy,1
2022-03-04,Spring,Rainy,1
2022-03-05,Spring,Cloudy,0
2022-03-05,Spring,Sunny,0
2022-03-05,Spring,Rainy,1
2022-03-05,Spring,Rainy,0
2022-03-05,Spring,Snowy,0
2022-03-05,Spring,Cloudy,1
2022-03-05,Spring,Snowy,1
2022-03-05,Spring,Sunny,1
2022-03-06,Spring,Cloudy,0
2022-03-06,Spring,Rainy,0
2022-03-06,Spring,Snowy,0
2022-03-06,Spring,Sunny,1
2022-03-06,Spring,Sunny,0
2022-03-06,Spring,Snowy,1
2022-03-06,Spring,Cloudy,1
2022-03-06,Spring,Rainy,1
2022-03-07,Spring,Cloudy,0
2022-03-07,Spring,Sunny,0
2022-03-07,Spring,Sunny,1
2022-03-07,Spring,Snowy,0
2022-03-07,Spring,Cloudy,1
2022-03-07,Spring,Rainy,0
2022-03-07,Spring,Rainy,1
2022-03-07,Spring,Snowy,1
2022-03-08,Spring,Sunny,1
2022-03-08,Spring,Cloudy,0
2022-03-08,Spring,Rainy,1
2022-03-08,Spring,Sunny,0
2022-03-08,Spring,Rainy,0
2022-03-08,Spring,Snowy,0
2022-03-08,Spring,Snowy,1
2022-03-08,Spring,Cloudy,1
2022-03-09,Spring,Rainy,1
2022-03-09,Spring,Cloudy,0
2022-03-09,Spring,Sunny,0
2022-03-09,Spring,Sunny,1
2022-03-09,Spring,Rainy,0
2022-03-09,Spring,Snowy,0
2022-03-09,Spring,Cloudy,1
2022-03-09,Spring,Snowy,1
2022-03-10,Spring,Rainy,0
2022-03-10,Spring,Cloudy,0
2022-03-10,Spring,Sunny,0
2022-03-10,Spring,Snowy,0
2022-03-10,Spring,Sunny,1
2022-03-10,Spring,Cloudy,1
2022-03-10,Spring,Snowy,1
2022-03-10,Spring,Rainy,1
2022-03-11,Spring,Sunny,0
2022-03-11,Spring,Snowy,0
2022-03-11,Spring,Rainy,1
2022-03-11,Spring,Rainy,0
2022-03-11,Spring,Cloudy,0
2022-03-11,Spring,Cloudy,1
2022-03-11,Spring,Snowy,1
2022-03-11,Spring,Sunny,1
2022-03-12,Spring,Snowy,0
2022-03-12,Spring,Cloudy,0
2022-03-12,Spring,Rainy,0
2022-03-12,Spring,Cloudy,1
2022-03-12,Spring,Sunny,0
2022-03-12,Spring,Rainy,1
2022-03-12,Spring,Snowy,1
2022-03-12,Spring,Sunny,1
2022-03-13,Spring,Rainy,0
2022-03-13,Spring,Rainy,1
2022-03-13,Spring,Snowy,0
2022-03-13,Spring,Sunny,0
2022-03-13,Spring,Cloudy,0
2022-03-13,Spring,Cloudy,1
2022-03-13,Spring,Snowy,1
2022-03-13,Spring,Sunny,1
2022-03-14,Spring,Rainy,0
2022-03-14,Spring,Snowy,0
2022-03-14,Spring,Cloudy,0
2022-03-14,Spring,Sunny,1
2022-03-14,Spring,Sunny,0
2022-03-14,Spring,Snowy,1
2022-03-14,Spring,Rainy,1
2022-03-14,Spring,Cloudy,1
2022-03-15,Spring,Rainy,0
2022-03-15,Spring,Snowy,1
2022-03-15,Spring,Cloudy,0
2022-03-15,Spring,Sunny,0
2022-03-15,Spring,Snowy,0
2022-03-15,Spring,Sunny,1
2022-03-15,Spring,Rainy,1
2022-03-15,Spring,Cloudy,1
2022-03-16,Spring,Snowy,0
2022-03-16,Spring,Sunny,0
2022-03-16,Spring,Cloudy,0
2022-03-16,Spring,Rainy,0
2022-03-16,Spring,Cloudy,1
2022-03-16,Spring,Rainy,1
2022-03-16,Spring,Snowy,1
2022-03-16,Spring,Sunny,1
2022-03-17,Spring,Rainy,0
2022-03-17,Spring,Snowy,0
2022-03-17,Spring,Cloudy,0
2022-03-17,Spring,Sunny,1
2022-03-17,Spring,Sunny,0
2022-03-17,Spring,Snowy,1
2022-03-17,Spring,Cloudy,1
2022-03-17,Spring,Rainy,1
2022-03-18,Spring,Cloudy,0
2022-03-18,Spring,Sunny,0
2022-03-18,Spring,Snowy,0
2022-03-18,Spring,Sunny,1
2022-03-18,Spring,Rainy,0
2022-03-18,Spring,Snowy,1
2022-03-18,Spring,Cloudy,1
2022-03-18,Spring,Rainy,1
2022-03-19,Spring,Sunny,0
2022-03-19,Spring,Cloudy,1
2022-03-19,Spring,Rainy,0
2022-03-19,Spring,Cloudy,0
2022-03-19,Spring,Snowy,0
2022-03-19,Spring,Sunny,1
2022-03-19,Spring,Snowy,1
2022-03-19,Spring,Rainy,1
2022-03-20,Spring,Cloudy,0
2022-03-20,Spring,Rainy,0
2022-03-20,Spring,Rainy,1
2022-03-20,Spring,Sunny,1
2022-03-20,Spring,Sunny,0
2022-03-20,Spring,Snowy,1
2022-03-20,Spring,Snowy,0
2022-03-20,Spring,Cloudy,1
2022-03-21,Spring,Snowy,0
2022-03-21,Spring,Sunny,0
2022-03-21,Spring,Rainy,0
2022-03-21,Spring,Cloudy,0
2022-03-21,Spring,Snowy,1
2022-03-21,Spring,Sunny,1
2022-03-21,Spring,Rainy,1
2022-03-21,Spring,Cloudy,1
2022-03-22,Spring,Snowy,0
2022-03-22,Spring,Rainy,0
2022-03-22,Spring,Sunny,0
2022-03-22,Spring,Cloudy,0
2022-03-22,Spring,Rainy,1
2022-03-22,Spring,Cloudy,1
2022-03-22,Spring,Sunny,1
2022-03-22,Spring,Snowy,1
2022-03-23,Spring,Sunny,0
2022-03-23,Spring,Cloudy,0
2022-03-23,Spring,Rainy,1
2022-03-23,Spring,Rainy,0
2022-03-23,Spring,Snowy,1
2022-03-23,Spring,Snowy,0
2022-03-23,Spring,Sunny,1
2022-03-23,Spring,Cloudy,1
2022-03-24,Spring,Cloudy,0
2022-03-24,Spring,Sunny,0
2022-03-24,Spring,Cloudy,1
2022-03-24,Spring,Rainy,0
2022-03-24,Spring,Rainy,1
2022-03-24,Spring,Snowy,0
2022-03-24,Spring,Sunny,1
2022-03-24,Spring,Snowy,1
2022-03-25,Spring,Sunny,0
2022-03-25,Spring,Cloudy,0
2022-03-25,Spring,Sunny,1
2022-03-25,Spring,Snowy,0
2022-03-25,Spring,Rainy,0
2022-03-25,Spring,Cloudy,1
2022-03-25,Spring,Snowy,1
2022-03-25,Spring,Rainy,1
2022-03-26,Spring,Cloudy,0
2022-03-26,Spring,Rainy,0
2022-03-26,Spring,Snowy,0
2022-03-26,Spring,Sunny,0
2022-03-26,Spring,Rainy,1
2022-03-26,Spring,Cloudy,1
2022-03-26,Spring,Snowy,1
2022-03-26,Spring,Sunny,1
2022-03-27,Spring,Rainy,0
2022-03-27,Spring,Snowy,0
2022-03-27,Spring,Cloudy,0
2022-03-27,Spring,Sunny,1
2022-03-27,Spring,Sunny,0
2022-03-27,Spring,Rainy,1
2022-03-27,Spring,Cloudy,1
2022-03-27,Spring,Snowy,1
2022-03-28,Spring,Cloudy,1
2022-03-28,Spring,Snowy,0
2022-03-28,Spring,Cloudy,0
2022-03-28,Spring,Rainy,0
2022-03-28,Spring,Sunny,0
2022-03-28,Spring,Sunny,1
2022-03-28,Spring,Rainy,1
2022-03-28,Spring,Snowy,1
2022-03-29,Spring,Sunny,0
2022-03-29,Spring,Cloudy,0
2022-03-29,Spring,Snowy,0
2022-03-29,Spring,Cloudy,1
2022-03-29,Spring,Rainy,0
2022-03-29,Spring,Sunny,1
2022-03-29,Spring,Rainy,1
2022-03-29,Spring,Snowy,1
2022-03-30,Spring,Sunny,0
2022-03-30,Spring,Rainy,0
2022-03-30,Spring,Cloudy,1
2022-03-30,Spring,Snowy,1
2022-03-30,Spring,Cloudy,0
2022-03-30,Spring,Snowy,0
2022-03-30,Spring,Rainy,1
2022-03-30,Spring,Sunny,1
2022-03-31,Spring,Sunny,0
2022-03-31,Spring,Cloudy,0
2022-03-31,Spring,Rainy,0
2022-03-31,Spring,Snowy,0
2022-03-31,Spring,Rainy,1
2022-03-31,Spring,Snowy,1
2022-03-31,Spring,Sunny,1
2022-03-31,Spring,Cloudy,1
2022-04-01,Spring,Sunny,0
2022-04-01,Spring,Cloudy,0
2022-04-01,Spring,Rainy,0
2022-04-01,Spring,Snowy,0
2022-04-01,Spring,Cloudy,1
2022-04-01,Spring,Snowy,1
2022-04-01,Spring,Sunny,1
2022-04-01,Spring,Rainy,1
2022-04-02,Spring,Sunny,0
2022-04-02,Spring,Cloudy,0
2022-04-02,Spring,Snowy,0
2022-04-02,Spring,Rainy,0
2022-04-02,Spring,Snowy,1
2022-04-02,Spring,Cloudy,1
2022-04-02,Spring,Rainy,1
2022-04-02,Spring,Sunny,1
2022-04-03,Spring,Cloudy,0
2022-04-03,Spring,Sunny,0
2022-04-03,Spring,Rainy,0
2022-04-03,Spring,Snowy,0
2022-04-03,Spring,Sunny,1
2022-04-03,Spring,Rainy,1
2022-04-03,Spring,Cloudy,1
2022-04-03,Spring,Snowy,1
2022-04-04,Spring,Rainy,0
2022-04-04,Spring,Snowy,0
2022-04-04,Spring,Sunny,1
2022-04-04,Spring,Cloudy,0
2022-04-04,Spring,Sunny,0
2022-04-04,Spring,Rainy,1
2022-04-04,Spring,Snowy,1
2022-04-04,Spring,Cloudy,1
2022-04-05,Spring,Snowy,0
2022-04-05,Spring,Cloudy,0
2022-04-05,Spring,Rainy,1
2022-04-05,Spring,Rainy,0
2022-04-05,Spring,Snowy,1
2022-04-05,Spring,Sunny,1
2022-04-05,Spring,Sunny,0
2022-04-05,Spring,Cloudy,1
2022-04-06,Spring,Cloudy,0
2022-04-06,Spring,Rainy,0
2022-04-06,Spring,Sunny,0
2022-04-06,Spring,Snowy,0
2022-04-06,Spring,Snowy,1
